User_Interest,User_Budget,Place_Name,Place_Type,Place_Budget,State,User_Rating
City Life,Low,Spiti,Adventure,Medium,Himachal,1.41
Historical,Low,Hyderabad,City Life,Low,Telangana,2.9
City Life,High,Somnath,Religious,Medium,Gujarat,2.01
City Life,Low,Ranthambore,Wildlife,Medium,Rajasthan,1.4
Hill Station,Medium,Madurai,Religious,High,Tamil Nadu,1.4
Hill Station,High,Kolkata,City Life,Low,West Bengal,2.0
City Life,Medium,Varanasi,Religious,Low,UP,2.01
Wildlife,High,Leh,Adventure,Medium,Ladakh,2.01
Hill Station,Low,Hampi,Historical,Low,Karnataka,2.91
Wildlife,High,Alibaug,Beach,High,Maharashtra,2.91
Hill Station,Low,Gulmarg,Hill Station,Low,Kashmir,5.0
Religious,High,CP,City Life,Medium,Delhi,2.0
Beach,High,Ranthambore,Wildlife,Medium,Rajasthan,2.0
Wildlife,Medium,Somnath,Religious,High,Gujarat,1.41
Adventure,High,Leh,Adventure,Low,Ladakh,4.1
Historical,Medium,Hyderabad,City Life,Medium,Telangana,2.9
Religious,High,Bandipur,Wildlife,Medium,Karnataka,2.01
Hill Station,Medium,Hyderabad,City Life,Low,Telangana,2.01
Hill Station,High,Spiti,Adventure,Medium,Himachal,2.0
Adventure,Low,Gulmarg,Hill Station,High,Kashmir,1.41
Religious,High,Jaipur,Historical,Low,Rajasthan,2.0
Hill Station,Low,Madurai,Religious,Low,Tamil Nadu,2.9
Religious,Medium,Mumbai,City Life,Medium,Maharashtra,2.91
Historical,High,Bodh Gaya,Religious,Medium,Bihar,2.0
Hill Station,High,Mumbai,City Life,High,Maharashtra,2.91
Religious,High,Zulruk,Adventure,High,Sikkim,2.9
City Life,Low,Gir,Wildlife,Low,Gujarat,2.9
Adventure,High,Rishikesh,Adventure,High,Uttarakhand,5.0
Beach,Medium,Puri,Beach,Medium,Odisha,5.0
City Life,Medium,Khajuraho,Historical,Low,MP,2.01
Religious,Low,Gir,Wildlife,High,Gujarat,1.4
Wildlife,Medium,Ooty,Hill Station,Low,Tamil Nadu,2.01
Adventure,Medium,Nalanda,Historical,Medium,Bihar,2.9
Adventure,Low,Kolkata,City Life,Medium,West Bengal,1.41
Historical,High,Jim Corbett,Wildlife,High,Uttarakhand,2.9
Adventure,High,Ajanta,Historical,Medium,Maharashtra,2.0
City Life,High,Hampi,Historical,Medium,Karnataka,2.0
City Life,Medium,Zulruk,Adventure,High,Sikkim,1.4
Religious,High,Spiti,Adventure,Medium,Himachal,2.01
Historical,High,Kanha,Wildlife,High,MP,2.91
Historical,Low,Kaziranga,Wildlife,Medium,Assam,1.4
Beach,Medium,Jaipur,Historical,Medium,Rajasthan,2.91
Religious,Low,Gangtok,Hill Station,Low,Sikkim,2.9
Hill Station,High,Manali,Hill Station,Medium,Himachal,4.11
Religious,Medium,Hampi,Historical,High,Karnataka,1.4
City Life,Low,Gir,Wildlife,High,Gujarat,1.4
Hill Station,High,Ahmedabad,City Life,Low,Gujarat,2.01
Religious,High,Bodh Gaya,Religious,Low,Bihar,4.1
Historical,Low,Ahmedabad,City Life,Low,Gujarat,2.9
Historical,Medium,Manali,Hill Station,Low,Himachal,2.0
Beach,High,Kaziranga,Wildlife,High,Assam,2.91
City Life,High,Varanasi,Religious,Low,UP,2.0
Hill Station,High,Bodh Gaya,Religious,High,Bihar,2.9
Religious,Medium,Kolkata,City Life,Low,West Bengal,2.01
Wildlife,Low,Hyderabad,City Life,Low,Telangana,2.9
City Life,High,Yadadri,Religious,High,Telangana,2.91
Religious,Low,Radhanagar,Beach,High,Andaman,1.41
Wildlife,Medium,Hyderabad,City Life,Low,Telangana,2.01
Hill Station,High,Kolkata,City Life,High,West Bengal,2.91
Historical,High,Varkala,Beach,High,Kerala,2.9
Beach,Medium,Ajanta,Historical,Low,Maharashtra,2.01
City Life,High,Puri,Beach,High,Odisha,2.9
Hill Station,Low,Rishikesh,Adventure,Medium,Uttarakhand,1.4
Wildlife,Low,Varkala,Beach,Low,Kerala,2.9
Hill Station,High,Jaipur,Historical,Medium,Rajasthan,2.01
Adventure,Medium,Kanha,Wildlife,Medium,MP,2.9
City Life,Low,Manali,Hill Station,Low,Himachal,2.9
City Life,Low,Nalanda,Historical,Low,Bihar,2.9
Beach,Medium,Kaziranga,Wildlife,High,Assam,1.41
Beach,Medium,Baga,Beach,Medium,Goa,5.0
Historical,Medium,Hyderabad,City Life,High,Telangana,1.4
Religious,High,Nainital,Hill Station,Low,Uttarakhand,2.0
Religious,High,Red Fort,Historical,Low,Delhi,2.01
Hill Station,High,Kaziranga,Wildlife,Low,Assam,2.0
City Life,Medium,Hyderabad,City Life,Low,Telangana,4.11
Hill Station,High,Baga,Beach,Low,Goa,2.01
Adventure,High,Madurai,Religious,Low,Tamil Nadu,2.01
Adventure,Medium,Manali,Hill Station,Low,Himachal,2.01
Historical,Medium,Bandipur,Wildlife,High,Karnataka,1.41
Religious,Medium,Radhanagar,Beach,Medium,Andaman,2.9
Historical,Medium,Varkala,Beach,High,Kerala,1.41
Beach,High,Manali,Hill Station,Medium,Himachal,2.01
City Life,Low,Ooty,Hill Station,High,Tamil Nadu,1.41
Historical,Medium,Gulmarg,Hill Station,Low,Kashmir,2.01
Beach,High,Kaziranga,Wildlife,High,Assam,2.91
Hill Station,Medium,Bodh Gaya,Religious,Low,Bihar,2.0
Wildlife,Low,Zulruk,Adventure,Medium,Sikkim,1.41
Wildlife,Low,Radhanagar,Beach,Low,Andaman,2.91
Religious,Medium,Zulruk,Adventure,Low,Sikkim,2.01
Hill Station,High,Baga,Beach,Medium,Goa,2.0
Religious,Medium,Rishikesh,Adventure,Low,Uttarakhand,2.01
City Life,High,Kolkata,City Life,Medium,West Bengal,4.1
Beach,High,Jaipur,Historical,Low,Rajasthan,2.01
Religious,Low,Kanha,Wildlife,Medium,MP,1.4
City Life,High,Madurai,Religious,High,Tamil Nadu,2.9
Hill Station,Low,Kanha,Wildlife,Low,MP,2.9
Hill Station,Low,CP,City Life,High,Delhi,1.4
Historical,Low,Madurai,Religious,High,Tamil Nadu,1.41
Hill Station,Medium,Dandeli,Adventure,Medium,Karnataka,2.9
Beach,Low,Khajuraho,Historical,Medium,MP,1.4
Historical,High,Marina,Beach,High,Tamil Nadu,2.9
Religious,High,Alibaug,Beach,Low,Maharashtra,2.01
Hill Station,High,Marina,Beach,High,Tamil Nadu,2.9
Beach,High,Jaipur,Historical,High,Rajasthan,2.9
Historical,Low,Hampi,Historical,High,Karnataka,3.51
Hill Station,Low,Manali,Hill Station,Low,Himachal,5.0
Historical,Medium,Ahmedabad,City Life,Medium,Gujarat,2.9
Adventure,High,Madurai,Religious,High,Tamil Nadu,2.91
City Life,Medium,Manali,Hill Station,Medium,Himachal,2.91
City Life,High,Manali,Hill Station,Medium,Himachal,2.01
City Life,Low,Yadadri,Religious,High,Telangana,1.4
Beach,Medium,Bodh Gaya,Religious,High,Bihar,1.4
Religious,Low,Gangtok,Hill Station,Low,Sikkim,2.91
Religious,High,Bodh Gaya,Religious,Low,Bihar,4.11
Adventure,Low,Khajuraho,Historical,High,MP,1.4
Religious,Medium,Gulmarg,Hill Station,High,Kashmir,1.4
Adventure,Medium,Rishikesh,Adventure,Medium,Uttarakhand,5.0
Historical,High,Ooty,Hill Station,Medium,Tamil Nadu,2.0
Adventure,High,Gulmarg,Hill Station,Medium,Kashmir,2.01
Hill Station,Medium,Amritsar,Religious,High,Punjab,1.41
Wildlife,High,Hampi,Historical,Low,Karnataka,2.01
Wildlife,Low,Madurai,Religious,Medium,Tamil Nadu,1.4
Adventure,High,Manali,Hill Station,Medium,Himachal,2.01
Historical,Low,Leh,Adventure,High,Ladakh,1.4
Adventure,High,Shillong,Hill Station,Low,Meghalaya,2.0
Historical,Low,Ooty,Hill Station,Medium,Tamil Nadu,1.41
Wildlife,High,Nainital,Hill Station,Medium,Uttarakhand,2.0
Religious,Medium,Khajuraho,Historical,Medium,MP,2.9
City Life,Medium,Dandeli,Adventure,Medium,Karnataka,2.91
Wildlife,Low,Amritsar,Religious,High,Punjab,1.4
Adventure,High,Alibaug,Beach,High,Maharashtra,2.91
Historical,Medium,Kolkata,City Life,High,West Bengal,1.41
Religious,Low,Red Fort,Historical,Low,Delhi,2.91
Religious,High,Tawang,Adventure,High,Arunachal,2.9
Hill Station,Medium,Ahmedabad,City Life,Low,Gujarat,2.0
Hill Station,Low,Ooty,Hill Station,Low,Tamil Nadu,5.0
Beach,Medium,Gir,Wildlife,High,Gujarat,1.4
City Life,High,Hampi,Historical,Medium,Karnataka,2.01
City Life,High,Kaziranga,Wildlife,High,Assam,2.91
Adventure,Low,Varkala,Beach,Low,Kerala,2.9
Wildlife,Medium,Varkala,Beach,Medium,Kerala,2.9
Historical,Medium,Kolkata,City Life,Medium,West Bengal,2.91
Religious,Medium,Amritsar,Religious,Low,Punjab,4.11
City Life,High,Leh,Adventure,High,Ladakh,2.91
Wildlife,Medium,Kolkata,City Life,High,West Bengal,1.41
Religious,Low,Jim Corbett,Wildlife,High,Uttarakhand,1.41
Religious,Medium,Puri,Beach,Low,Odisha,2.0
Wildlife,Medium,Kanha,Wildlife,High,MP,3.5
Religious,Medium,Ajanta,Historical,High,Maharashtra,1.4
Beach,Low,Bandipur,Wildlife,Medium,Karnataka,1.4
Religious,Low,Ranthambore,Wildlife,Low,Rajasthan,2.91
Beach,Medium,Shillong,Hill Station,Medium,Meghalaya,2.9
Adventure,High,Dandeli,Adventure,Low,Karnataka,4.11
Beach,Medium,Red Fort,Historical,High,Delhi,1.41
City Life,Low,Madurai,Religious,Low,Tamil Nadu,2.91
City Life,Medium,Shillong,Hill Station,High,Meghalaya,1.4
City Life,Medium,Hampi,Historical,Medium,Karnataka,2.9
City Life,High,Yadadri,Religious,Low,Telangana,2.0
Adventure,Medium,Bodh Gaya,Religious,Low,Bihar,2.0
Historical,High,Bangalore,City Life,Low,Karnataka,2.0
Historical,Medium,Spiti,Adventure,High,Himachal,1.4
Hill Station,Low,Spiti,Adventure,High,Himachal,1.4
Beach,Low,Puri,Beach,High,Odisha,3.5
Adventure,Low,Mumbai,City Life,Low,Maharashtra,2.91
City Life,Low,Nalanda,Historical,High,Bihar,1.4
Religious,Low,CP,City Life,Medium,Delhi,1.41
Historical,Low,Rishikesh,Adventure,Low,Uttarakhand,2.91
Beach,Medium,Jim Corbett,Wildlife,Low,Uttarakhand,2.0
Religious,Medium,Spiti,Adventure,Low,Himachal,2.0
Hill Station,Low,Alibaug,Beach,High,Maharashtra,1.4
Hill Station,High,Ahmedabad,City Life,High,Gujarat,2.9
Historical,Medium,Bangalore,City Life,High,Karnataka,1.41
Beach,High,Nainital,Hill Station,High,Uttarakhand,2.91
Adventure,Low,Bangalore,City Life,High,Karnataka,1.4
Wildlife,High,Bandipur,Wildlife,High,Karnataka,5.0
Religious,Medium,Radhanagar,Beach,High,Andaman,1.41
Religious,Low,Ooty,Hill Station,Low,Tamil Nadu,2.91
Hill Station,High,Kolkata,City Life,Low,West Bengal,2.01
Adventure,High,Zulruk,Adventure,Medium,Sikkim,4.1
Religious,Low,Puri,Beach,Low,Odisha,2.91
Beach,Low,Amritsar,Religious,Low,Punjab,2.9
Beach,Low,Bodh Gaya,Religious,Low,Bihar,2.91
City Life,Low,Gangtok,Hill Station,High,Sikkim,1.41
Wildlife,Medium,Bandipur,Wildlife,Low,Karnataka,4.1
City Life,Low,Alibaug,Beach,Medium,Maharashtra,1.41
Adventure,Medium,Ajanta,Historical,Medium,Maharashtra,2.91
City Life,Medium,Rishikesh,Adventure,Medium,Uttarakhand,2.91
Adventure,Low,Gir,Wildlife,High,Gujarat,1.4
Adventure,High,Kolkata,City Life,High,West Bengal,2.91
Beach,Low,Somnath,Religious,High,Gujarat,1.4
Hill Station,Low,Bandipur,Wildlife,High,Karnataka,1.4
Historical,Medium,Gulmarg,Hill Station,High,Kashmir,1.4
Adventure,High,Kaziranga,Wildlife,Low,Assam,2.0
Hill Station,High,Amritsar,Religious,Medium,Punjab,2.01
Hill Station,High,Jim Corbett,Wildlife,Low,Uttarakhand,2.01
Hill Station,Medium,Alibaug,Beach,High,Maharashtra,1.41
Hill Station,High,Hyderabad,City Life,Low,Telangana,2.01
Adventure,Low,Bangalore,City Life,High,Karnataka,1.4
Historical,High,Varkala,Beach,Medium,Kerala,2.01
Beach,Medium,Gangtok,Hill Station,High,Sikkim,1.41
Hill Station,High,Gangtok,Hill Station,Medium,Sikkim,4.11
Historical,High,Gir,Wildlife,Medium,Gujarat,2.0
Beach,Low,CP,City Life,Low,Delhi,2.91
Historical,High,Kaziranga,Wildlife,High,Assam,2.9
City Life,Low,Amritsar,Religious,Medium,Punjab,1.4
Historical,High,Gir,Wildlife,High,Gujarat,2.9
Beach,High,Rishikesh,Adventure,Low,Uttarakhand,2.0
Historical,High,Ooty,Hill Station,Low,Tamil Nadu,2.0
Adventure,High,Gangtok,Hill Station,Low,Sikkim,2.01
Religious,Low,Hyderabad,City Life,Medium,Telangana,1.41
Historical,High,Mumbai,City Life,High,Maharashtra,2.91
Hill Station,Medium,Dandeli,Adventure,Medium,Karnataka,2.91
Wildlife,Medium,Kanha,Wildlife,Medium,MP,5.0
Wildlife,High,Dandeli,Adventure,High,Karnataka,2.9
Beach,Low,Somnath,Religious,High,Gujarat,1.41
Hill Station,High,Tawang,Adventure,Low,Arunachal,2.0
Hill Station,Low,Rishikesh,Adventure,Low,Uttarakhand,2.91
Historical,High,Nalanda,Historical,Medium,Bihar,4.1
City Life,Medium,Ranthambore,Wildlife,Low,Rajasthan,2.01
Adventure,Medium,Hyderabad,City Life,Low,Telangana,2.01
Wildlife,High,Amritsar,Religious,High,Punjab,2.91
City Life,Low,Rishikesh,Adventure,High,Uttarakhand,1.41
Hill Station,Low,Hampi,Historical,Low,Karnataka,2.91
Religious,Medium,CP,City Life,Medium,Delhi,2.9
Beach,Medium,Somnath,Religious,High,Gujarat,1.4
Historical,Low,Hampi,Historical,Low,Karnataka,5.0
City Life,Low,Red Fort,Historical,Medium,Delhi,1.4
Adventure,High,Ranthambore,Wildlife,High,Rajasthan,2.9
Wildlife,Medium,Bodh Gaya,Religious,Low,Bihar,2.0
Adventure,Medium,Varkala,Beach,High,Kerala,1.41
Adventure,High,Red Fort,Historical,Medium,Delhi,2.01
Wildlife,High,Hyderabad,City Life,High,Telangana,2.91
Adventure,High,Kanha,Wildlife,Low,MP,2.0
Historical,High,Shillong,Hill Station,Low,Meghalaya,2.01
Adventure,Medium,Ranthambore,Wildlife,Low,Rajasthan,2.0
Beach,High,Spiti,Adventure,Medium,Himachal,2.01
Beach,Low,Rishikesh,Adventure,Medium,Uttarakhand,1.41
Wildlife,High,Bandipur,Wildlife,Medium,Karnataka,4.1
Beach,Low,Kanha,Wildlife,Medium,MP,1.4
Beach,High,Manali,Hill Station,Medium,Himachal,2.0
Beach,Low,Dandeli,Adventure,High,Karnataka,1.4
Religious,Medium,Tawang,Adventure,Low,Arunachal,2.01
Historical,Medium,Kolkata,City Life,Low,West Bengal,2.01
City Life,Low,Leh,Adventure,High,Ladakh,1.41
Hill Station,Medium,Nalanda,Historical,Low,Bihar,2.0
Adventure,Medium,Leh,Adventure,Medium,Ladakh,5.0
Adventure,Low,Dandeli,Adventure,Medium,Karnataka,3.5
Religious,Low,Khajuraho,Historical,Low,MP,2.91
Beach,Low,Ajanta,Historical,High,Maharashtra,1.4
Hill Station,Medium,Nalanda,Historical,High,Bihar,1.4
City Life,Medium,Ooty,Hill Station,Medium,Tamil Nadu,2.9
Adventure,High,Manali,Hill Station,High,Himachal,2.91
Historical,Medium,Gir,Wildlife,High,Gujarat,1.4
Hill Station,Low,Ranthambore,Wildlife,Medium,Rajasthan,1.41
Beach,High,Varanasi,Religious,Medium,UP,2.0
Adventure,High,Khajuraho,Historical,Medium,MP,2.01
Wildlife,Low,Madurai,Religious,High,Tamil Nadu,1.4
Adventure,Medium,Varanasi,Religious,High,UP,1.41
Wildlife,Low,CP,City Life,Low,Delhi,2.91
City Life,High,Radhanagar,Beach,Low,Andaman,2.0
City Life,Low,Gulmarg,Hill Station,Medium,Kashmir,1.4
Beach,Low,Ranthambore,Wildlife,Low,Rajasthan,2.91
City Life,High,Hampi,Historical,Low,Karnataka,2.01
Hill Station,High,Yadadri,Religious,Medium,Telangana,2.01
City Life,Medium,Varkala,Beach,Medium,Kerala,2.91
Adventure,Low,Spiti,Adventure,High,Himachal,3.5
Adventure,High,Jim Corbett,Wildlife,High,Uttarakhand,2.9
Hill Station,Medium,Gir,Wildlife,Low,Gujarat,2.01
Beach,Low,Madurai,Religious,Medium,Tamil Nadu,1.4
Beach,High,Jaipur,Historical,High,Rajasthan,2.91
Historical,Low,Ahmedabad,City Life,Medium,Gujarat,1.4
City Life,High,Leh,Adventure,Medium,Ladakh,2.0
Adventure,Medium,Ranthambore,Wildlife,Low,Rajasthan,2.01
Religious,Low,Nainital,Hill Station,High,Uttarakhand,1.4
Historical,Low,Nalanda,Historical,Low,Bihar,5.0
Beach,High,Jim Corbett,Wildlife,High,Uttarakhand,2.91
Wildlife,Medium,Manali,Hill Station,High,Himachal,1.41
Adventure,High,Spiti,Adventure,High,Himachal,5.0
Adventure,Low,Varkala,Beach,High,Kerala,1.4
Adventure,Low,Amritsar,Religious,High,Punjab,1.4
Hill Station,High,Leh,Adventure,High,Ladakh,2.91
Religious,High,Hampi,Historical,Low,Karnataka,2.01
Wildlife,Medium,CP,City Life,Low,Delhi,2.0
Adventure,Low,Somnath,Religious,Low,Gujarat,2.9
City Life,Medium,Ahmedabad,City Life,High,Gujarat,3.5
Adventure,Medium,Hampi,Historical,High,Karnataka,1.4
Hill Station,Medium,Kanha,Wildlife,Low,MP,2.0
Historical,High,Ahmedabad,City Life,Low,Gujarat,2.0
Beach,Medium,CP,City Life,Low,Delhi,2.0
Beach,Low,Ajanta,Historical,High,Maharashtra,1.41
Historical,High,Kanha,Wildlife,Medium,MP,2.01
Adventure,High,Ahmedabad,City Life,Medium,Gujarat,2.01
Wildlife,Low,Leh,Adventure,Low,Ladakh,2.9
Religious,High,Hyderabad,City Life,Medium,Telangana,2.0
Religious,High,Khajuraho,Historical,High,MP,2.91
Adventure,High,Jim Corbett,Wildlife,Low,Uttarakhand,2.0
Hill Station,High,Alibaug,Beach,High,Maharashtra,2.91
Adventure,Low,Alibaug,Beach,Medium,Maharashtra,1.41
Religious,Low,Kolkata,City Life,Medium,West Bengal,1.41
City Life,Low,Ajanta,Historical,High,Maharashtra,1.4
City Life,Medium,Kolkata,City Life,High,West Bengal,3.5
Beach,Medium,Zulruk,Adventure,High,Sikkim,1.4
Hill Station,High,Radhanagar,Beach,Medium,Andaman,2.0
City Life,High,Somnath,Religious,High,Gujarat,2.9
Wildlife,Medium,Baga,Beach,High,Goa,1.41
Beach,Medium,Shillong,Hill Station,High,Meghalaya,1.4
Adventure,Low,Bandipur,Wildlife,Low,Karnataka,2.91
City Life,High,Kolkata,City Life,High,West Bengal,5.0
Adventure,Medium,Alibaug,Beach,Low,Maharashtra,2.01
Religious,High,Baga,Beach,Medium,Goa,2.01
Hill Station,Medium,Marina,Beach,Low,Tamil Nadu,2.0
Wildlife,Medium,Tawang,Adventure,Medium,Arunachal,2.9
Religious,Low,Kaziranga,Wildlife,Medium,Assam,1.4
Wildlife,Medium,Alibaug,Beach,High,Maharashtra,1.41
Wildlife,Medium,Hampi,Historical,Medium,Karnataka,2.9
Historical,Medium,Varkala,Beach,High,Kerala,1.41
Wildlife,Medium,Bandipur,Wildlife,Medium,Karnataka,5.0
Wildlife,High,Radhanagar,Beach,Medium,Andaman,2.0
Hill Station,High,Hampi,Historical,Medium,Karnataka,2.0
City Life,Medium,Ooty,Hill Station,High,Tamil Nadu,1.4
Religious,Medium,Marina,Beach,High,Tamil Nadu,1.41
Religious,High,Varkala,Beach,Low,Kerala,2.01
Adventure,Medium,Yadadri,Religious,Medium,Telangana,2.91
City Life,High,Hampi,Historical,Low,Karnataka,2.01
Hill Station,Low,Ahmedabad,City Life,Medium,Gujarat,1.41
Wildlife,Low,Gangtok,Hill Station,High,Sikkim,1.4
Religious,Medium,Hampi,Historical,Medium,Karnataka,2.91
Adventure,Medium,Bandipur,Wildlife,High,Karnataka,1.4
Hill Station,Medium,Bangalore,City Life,Low,Karnataka,2.0
Religious,High,Gir,Wildlife,Low,Gujarat,2.0
Hill Station,High,Alibaug,Beach,Low,Maharashtra,2.01
Wildlife,High,Marina,Beach,Medium,Tamil Nadu,2.0
Historical,Medium,Dandeli,Adventure,High,Karnataka,1.4
Hill Station,High,Ooty,Hill Station,Low,Tamil Nadu,4.1
Wildlife,Medium,Madurai,Religious,Medium,Tamil Nadu,2.91
Hill Station,High,Bangalore,City Life,High,Karnataka,2.91
Hill Station,Low,Varkala,Beach,Low,Kerala,2.9
Wildlife,Low,Nainital,Hill Station,Low,Uttarakhand,2.91
Historical,High,Red Fort,Historical,Medium,Delhi,4.1
Beach,Low,Bandipur,Wildlife,Low,Karnataka,2.9
Wildlife,Medium,Ajanta,Historical,Low,Maharashtra,2.01
Adventure,High,Gangtok,Hill Station,Medium,Sikkim,2.0
City Life,Medium,Somnath,Religious,High,Gujarat,1.4
Religious,Medium,Somnath,Religious,Medium,Gujarat,5.0
Historical,Medium,Amritsar,Religious,High,Punjab,1.4
Wildlife,High,Puri,Beach,High,Odisha,2.9
Historical,Low,Puri,Beach,Medium,Odisha,1.41
Beach,Medium,Rishikesh,Adventure,Medium,Uttarakhand,2.91
Hill Station,Low,Ranthambore,Wildlife,Low,Rajasthan,2.9
Beach,Medium,Hampi,Historical,Medium,Karnataka,2.91
Wildlife,Low,Ooty,Hill Station,Low,Tamil Nadu,2.91
Adventure,High,Kaziranga,Wildlife,High,Assam,2.91
Wildlife,High,Mumbai,City Life,Medium,Maharashtra,2.0
Wildlife,Low,Zulruk,Adventure,Medium,Sikkim,1.41
Religious,Medium,Ajanta,Historical,High,Maharashtra,1.4
Religious,Medium,Jim Corbett,Wildlife,High,Uttarakhand,1.4
Adventure,Medium,Baga,Beach,High,Goa,1.41
Hill Station,High,Tawang,Adventure,High,Arunachal,2.91
Wildlife,Medium,Marina,Beach,High,Tamil Nadu,1.4
Hill Station,Medium,Nalanda,Historical,High,Bihar,1.4
Religious,Low,Kanha,Wildlife,Low,MP,2.91
City Life,Medium,CP,City Life,Medium,Delhi,5.0
Religious,High,Khajuraho,Historical,Low,MP,2.01
Religious,Low,Alibaug,Beach,Medium,Maharashtra,1.41
Historical,High,Red Fort,Historical,Medium,Delhi,4.11
Beach,High,Bodh Gaya,Religious,Medium,Bihar,2.0
Hill Station,Low,Ahmedabad,City Life,High,Gujarat,1.41
Hill Station,Low,Alibaug,Beach,Low,Maharashtra,2.9
Beach,High,Bangalore,City Life,High,Karnataka,2.9
Hill Station,Low,Nalanda,Historical,High,Bihar,1.4
Historical,High,Ranthambore,Wildlife,Medium,Rajasthan,2.01
Beach,Low,Manali,Hill Station,Medium,Himachal,1.4
Adventure,Low,Spiti,Adventure,Medium,Himachal,3.51
Historical,Medium,Shillong,Hill Station,Medium,Meghalaya,2.91
Beach,Low,Alibaug,Beach,Low,Maharashtra,5.0
City Life,High,Bangalore,City Life,High,Karnataka,5.0
Religious,Medium,Gulmarg,Hill Station,Low,Kashmir,2.0
Religious,High,Tawang,Adventure,Low,Arunachal,2.01
Historical,Low,Tawang,Adventure,Low,Arunachal,2.91
Adventure,Low,Radhanagar,Beach,Low,Andaman,2.9
Historical,Low,Leh,Adventure,High,Ladakh,1.41
Wildlife,Low,Gangtok,Hill Station,Medium,Sikkim,1.4
City Life,High,Ahmedabad,City Life,High,Gujarat,5.0
Wildlife,Low,Red Fort,Historical,Medium,Delhi,1.41
Wildlife,Low,Jim Corbett,Wildlife,High,Uttarakhand,3.51
Beach,High,Mumbai,City Life,Low,Maharashtra,2.01
Hill Station,Medium,Varkala,Beach,Medium,Kerala,2.91
City Life,Low,Puri,Beach,Low,Odisha,2.9
Religious,High,Kaziranga,Wildlife,Medium,Assam,2.01
Religious,Low,Manali,Hill Station,Low,Himachal,2.9
Historical,High,Marina,Beach,Low,Tamil Nadu,2.0
Hill Station,High,Zulruk,Adventure,High,Sikkim,2.91
Historical,Medium,Marina,Beach,Low,Tamil Nadu,2.01
Wildlife,High,Varanasi,Religious,Medium,UP,2.0
Wildlife,Medium,Red Fort,Historical,High,Delhi,1.4
City Life,Low,Leh,Adventure,Low,Ladakh,2.91
Wildlife,Medium,Nalanda,Historical,High,Bihar,1.4
Adventure,Medium,Varkala,Beach,Medium,Kerala,2.91
Historical,Medium,Hyderabad,City Life,Medium,Telangana,2.9
Wildlife,High,Zulruk,Adventure,High,Sikkim,2.91
Hill Station,Medium,Hampi,Historical,Medium,Karnataka,2.91
City Life,Low,Spiti,Adventure,Medium,Himachal,1.41
Hill Station,Low,Leh,Adventure,High,Ladakh,1.41
Hill Station,High,Ranthambore,Wildlife,Medium,Rajasthan,2.0
Historical,High,Bangalore,City Life,Medium,Karnataka,2.0
Historical,Medium,Khajuraho,Historical,Low,MP,4.11
Beach,High,Jim Corbett,Wildlife,High,Uttarakhand,2.9
Beach,Low,Varkala,Beach,Low,Kerala,5.0
Beach,Low,Ooty,Hill Station,High,Tamil Nadu,1.41
Beach,High,Somnath,Religious,Low,Gujarat,2.0
Religious,Medium,Amritsar,Religious,High,Punjab,3.5
Wildlife,Low,Mumbai,City Life,High,Maharashtra,1.4
Adventure,High,Jaipur,Historical,Medium,Rajasthan,2.0
Hill Station,Low,Baga,Beach,High,Goa,1.4
Religious,Low,Amritsar,Religious,High,Punjab,3.5
Hill Station,Medium,Red Fort,Historical,Low,Delhi,2.0
Adventure,High,Madurai,Religious,Medium,Tamil Nadu,2.0
City Life,Low,CP,City Life,Low,Delhi,5.0
City Life,High,Radhanagar,Beach,Medium,Andaman,2.01
Beach,Medium,Kolkata,City Life,Low,West Bengal,2.01
Wildlife,High,Bangalore,City Life,Medium,Karnataka,2.01
Historical,Low,Varanasi,Religious,Medium,UP,1.4
Wildlife,High,Kaziranga,Wildlife,Medium,Assam,4.1
Religious,Medium,Gulmarg,Hill Station,Medium,Kashmir,2.9
Historical,High,Ooty,Hill Station,High,Tamil Nadu,2.9
Wildlife,High,Jaipur,Historical,Medium,Rajasthan,2.01
Historical,High,Varkala,Beach,Low,Kerala,2.0
Adventure,High,Jaipur,Historical,High,Rajasthan,2.91
